TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,MAIN_ADDRESS,LATITUDE,LONGITUDE
Co-op for sale,220000,1,1,590,"82-35 134th St Unit 2DBriarwood, NY 11435",40.7130136,-73.8230375
Co-op for sale,198000,3,1,2184.207862,"42-40 Bowne St Unit 6FFlushing, NY 11355",40.756144,-73.8213672
Co-op for sale,1495000,1,2,2184.207862,"48 Gramercy Park N Apt 1BManhattan, NY 10010",40.7382884,-73.9851838
Co-op for sale,475000,1,1,615,"520 E 90th St Apt 1LNew York, NY 10128",40.7779975,-73.9445342
Co-op for sale,199900,2,1,2184.207862,"234-04 131 Ave Unit 2Rosedale, NY 11422",40.6779049,-73.733881
House for sale,1150000,2,2,1444,"91 Flagg CtStaten Island, NY 10304",40.5882505,-74.1087291
House for sale,1575000,3,2,2184.207862,"530 4th StBrooklyn, NY 11215",40.6683947,-73.9762195
Co-op for sale,229000,1,1,2184.207862,"33-05 92nd St Unit 1BJackson Heights, NY 11372",40.7562792,-73.8758052
For sale,2700000,8,4,2184.207862,"122 Willoughby AveBrooklyn, NY 11205",40.6914843,-73.9676428
Condo for sale,320000,2,2,936,"1860 Story Ave Unit 36CBronx, NY 10473",40.8236857,-73.8611313
Co-op for sale,295000,2,1,700,"1275 E 5th St Apt 6ABrooklyn, NY 11230",40.6196386,-73.9707307
House for sale,550000,3,2,2184.207862,"4211 Snyder AveBrooklyn, NY 11203",40.6498755,-73.9375091
Condo for sale,285000,2,1,1000,"1439 Metropolitan Ave Apt 6ABronx, NY 10462",40.8362269,-73.8612346
Co-op for sale,328000,1,1,800,"83-30 Vietor Ave Unit 414Elmhurst, NY 11373",40.743059,-73.880983
Multi-family home for sale,1388000,4,3,2184.207862,"25-02 169th StFlushing, NY 11358",40.774158,-73.7957477
Multi-family home for sale,3000000,10,10,2184.207862,"120 Pierrepont StBrooklyn Heights, NY 11201",40.6949321,-73.9928542
Multi-family home for sale,2198888,7,6,2184.207862,"662 Seneca AveRidgewood, NY 11385",40.7032697,-73.9088462
Multi-family home for sale,650000,6,2,2310,"936 Taylor AveBronx, NY 10473",40.8244358,-73.8633737
Condo for sale,1100000,1,2,890,"247 W 46th St Apt 1506New York, NY 10036",40.7598542,-73.9874427
Townhouse for sale,2649000,5,4,4050,"282 Macon StBrooklyn, NY 11216",40.6820924,-73.9393924
Co-op for sale,849000,2,1,800,"299 13th St Apt 3DBrooklyn, NY 11215",40.6662599,-73.9870141
For sale,6500000,2,2,2184.207862,"995 Fifth Ave Apt 11NNew York, NY 10028",40.778004,-73.962547
Co-op for sale,560000,3,1,550,"165 W End Ave Apt 16CNew York, NY 10023",40.777244,-73.9868738
Condo for sale,1100000,1,2,890,"247 W 46th St Apt 1506New York, NY 10036",40.7598542,-73.9874427
Townhouse for sale,2649000,5,4,4050,"282 Macon StBrooklyn, NY 11216",40.6820924,-73.9393924
Co-op for sale,849000,2,1,800,"299 13th St Apt 3DBrooklyn, NY 11215",40.6662599,-73.9870141
Co-op for sale,418888,2,1,900,"946 59th St Apt 4BBrooklyn, NY 11219",40.6339124,-74.0058434
Multi-family home for sale,2600000,3,3,3978,"99 Bay 11th StBrooklyn, NY 11228",40.6083914,-74.0100209
Multi-family home for sale,899000,8,2,2160,"3214 Seymour AveBronx, NY 10469",40.8728082,-73.8469489
Multi-family home for sale,979000,8,3,2860,"309 E 96th StBrooklyn, NY 11212",40.6597134,-73.9195979
Co-op for sale,199000,1,1,2184.207862,"67-38 108 St Unit D5Forest Hills, NY 11375",40.7282899,-73.8472
For sale,815000,3,1,2184.207862,"310 E 46th St Apt 6SNew York, NY 10017",40.751918,-73.9698335
Condo for sale,1025000,1,1,800,"460 E 79th St Apt 9FNew York, NY 10075",40.7712538,-73.950858
Condo for sale,1375000,1,2,920,"188 E 64th St Apt 802Manhattan, NY 10065",40.7645034,-73.9648503
Condo for sale,875000,3,2,1437,"105 Bennett Ave Apt 21ANew York, NY 10033",40.8539526,-73.9345678
Multi-family home for sale,1350000,6,3,3000,"2535 E 24th StBrooklyn, NY 11235",40.5902653,-73.9455056
For sale,989000,7,3,2184.207862,"1408 Remsen AveBrooklyn, NY 11236",40.6360957,-73.9018295
Multi-family home for sale,815156,4,4,2945,"156 Davis AveStaten Island, NY 10310",40.6402659,-74.110402
Multi-family home for sale,1949000,3,5,2560,"11 Brighton 10th PathBrooklyn, NY 11235",40.5813374,-73.9589282
Multi-family home for sale,669000,5,2,1893,"418 Beach 37th StFar Rockaway, NY 11691",40.5967151,-73.7696424
Multi-family home for sale,900500,4,2,2184.207862,"10716 Avenue JBrooklyn, NY 11236",40.6468871,-73.8907758
Co-op for sale,1465000,3,3,2184.207862,"215 E 73rd St Unit 4ANew York, NY 10021",40.7701914,-73.9590118
For sale,899000,3,1,1100,"529 W 42nd St Apt 2GNew York, NY 10036",40.7604194,-73.9968086
Condo for sale,1100000,1,1,726,"88 Greenwich St Apt 2307Manhattan, NY 10006",40.7078844,-74.0140879
Multi-family home for sale,1199000,6,5,2184.207862,"151-42 82nd StHoward Beach, NY 11414",40.6662035,-73.8525027
For sale,325000,2,1,2184.207862,"12 W 107th St Apt 2BNew York, NY 10025",40.7989043,-73.9604812
Multi-family home for sale,599000,4,3,1176,"3100 Richmond TerStaten Island, NY 10303",40.638069,-74.1627747
Multi-family home for sale,1230000,4,3,2184.207862,"74-06 64th LnRidgewood, NY 11385",40.700194,-73.8907488
Co-op for sale,3950000,3,3,2184.207862,"2 Sutton Pl S Apt 19FManhattan, NY 10022",40.7573949,-73.9606545
House for sale,2147483647,7,6,10000,"6659-6675 Amboy RdNew York, NY 10309",40.5184841,-74.2244185
Multi-family home for sale,1350000,10,5,3383,"188 Richmond StBrooklyn, NY 11208",40.6828535,-73.8769965
House for sale,799000,5,3,1800,"1124 E 51st StBrooklyn, NY 11234",40.6336127,-73.9276041
House for sale,1599000,5,3,5600,"1233 Todt Hill RdStaten Island, NY 10304",40.5813757,-74.1131912
House for sale,1299900,4,4,2755,"346 George StStaten Island, NY 10307",40.5065922,-74.2393503
Co-op for sale,370000,1,1,2184.207862,"100 Remsen St Apt 3FBrooklyn, NY 11201",40.6939582,-73.9943695
For sale,3225,3,1,2184.207862,"635 W 170th St Apt 2CNew York, NY 10032",40.8434062,-73.9407947
Co-op for sale,3649000,3,2,2184.207862,"11 W 30th St Apt 11FNew York, NY 10001",40.7464683,-73.9872992
Multi-family home for sale,860000,5,3,2324,"3743 Neptune AveBrooklyn, NY 11224",40.5768936,-74.0048793
House for sale,765000,3,4,2205,"80 Longview RdStaten Island, NY 10304",40.611142,-74.0905357
Co-op for sale,259000,1,1,750,"3500 Snyder Ave Apt 5NBrooklyn, NY 11203",40.6491203,-73.9440658
Multi-family home for sale,1500000,8,3,3135,"1601 Nostrand AveBrooklyn, NY 11226",40.6471477,-73.9489423
Condo for sale,850000,2,2,1005,"340 Cabrini Blvd Apt 501Manhattan, NY 10040",40.856444,-73.9377616
For sale,2494,2,1,2184.207862,"635 W 170th St Apt 4FNew York, NY 10032",40.8434062,-73.9407947
Condo for sale,99000,1,1,2184.207862,"1368 E 92nd St Unit 300Brooklyn, NY 11236",40.6372545,-73.9002674
Co-op for sale,535000,1,1,750,"192 E 8th St Apt 1CBrooklyn, NY 11218",40.6453011,-73.9723049
Multi-family home for sale,849998,4,2,2342,"358 Lamoka AveStaten Island, NY 10312",40.5487767,-74.1629254
For sale,1100000,2,2,2184.207862,"2235 Frederick Douglass Blvd Apt 7KNew York, NY 10027",40.807426,-73.9535703
Multi-family home for sale,998000,5,3,1574,"60-17 59th AveMaspeth, NY 11378",40.7190856,-73.9060914
Multi-family home for sale,1500000,3,2,2184.207862,"3115 Glenwood RdBrooklyn, NY 11210",40.634316,-73.9462919
Multi-family home for sale,875000,6,3,2860,"1779 Edenwald AveBronx, NY 10466",40.8920958,-73.8487361
Condo for sale,2350000,1,2,1144,"456 W 19th St Units 4 & 5CManhattan, NY 10011",40.7449256,-74.0057175
Multi-family home for sale,850000,5,2,1908,"4346 Edson AveBronx, NY 10466",40.8979269,-73.8463057
For sale,4000000,3,2.373860858,2248,"445 Lafayette St Apt 14ANew York, NY 10003",40.7295412,-73.9913066
Co-op for sale,1200000,3,2,2184.207862,"955 Lexington Ave Unit 5CNew York, NY 10021",40.7687538,-73.9631311
Condo for sale,12000000,4,4,3809,"67 Franklin St # ANew York, NY 10013",40.7174584,-74.0038831
Co-op for sale,1300000,2,2,2184.207862,"269 W 87th St Apt 6CNew York, NY 10024",40.7895034,-73.9769713
For sale,799000,3,1,585,"240 Riverside Blvd Apt 3PNew York, NY 10069",40.7804721,-73.9871434
Co-op for sale,339000,3,1,250,"314 E 41st St Apt 303BNew York, NY 10017",40.7488879,-73.9723947
Multi-family home for sale,875000,7,5,2680,"1126 Ward AveBronx, NY 10472",40.8270095,-73.8766285
Multi-family home for sale,799000,7,2,2296,"1341 Fteley AveBronx, NY 10472",40.8333931,-73.8727914
Multi-family home for sale,799000,7,2,2296,"1341 Fteley AveBronx, NY 10472",40.8333931,-73.8727914
House for sale,285000,2,1,1380,"102-15 215 StQueens Village, NY 11429",40.7128326,-73.7435779
Multi-family home for sale,2499000,5,4,1340,"181 Park AveBrooklyn, NY 11205",40.6962962,-73.9720502
Townhouse for sale,795000,4,2,1440,"42 Adrian AveNew York, NY 10463",40.8767388,-73.911189
Co-op for sale,1799995,2,2,2184.207862,"207 E 74th St Unit 8MNew York, NY 10021",40.7708932,-73.9586258
House for sale,250000,3,2.373860858,1224,"164-31 99 StHoward Beach, NY 11414",40.6505528,-73.8316736
For sale,5999000,3,3,3000,"220 Riverside Blvd Apt 24GNew York, NY 10069",40.7798567,-73.9873973
Pending,668000,3,2,1606,"88-08 Gettysburg StBellerose, NY 11426",40.7299787,-73.7310756
House for sale,699900,3,2,1470,"102 Lamberts LnStaten Island, NY 10314",40.6153952,-74.1610855
Townhouse for sale,5295000,4,4,4600,"75 2nd PlBrooklyn, NY 11231",40.6800067,-73.9982111
Condo for sale,2265000,2,2,1123,"252 South St Unit 26LNew York, NY 10002",40.710456,-73.991235
Co-op for sale,459000,2,1,950,"142-05 Roosevelt Ave Unit 435Flushing, NY 11354",40.7607942,-73.8258766
Multi-family home for sale,1369000,4,2.373860858,2900,"7 Stalie CtStaten Island, NY 10309",40.5239722,-74.2213406
House for sale,879000,4,2,2184.207862,"87-45 253rd StBellerose, NY 11426",40.7294367,-73.7125595
Condo for sale,559000,1,1,679,"161 E 110th St Apt 6GNew York, NY 10029",40.7945743,-73.9434214
Multi-family home for sale,869888,4,3,2184.207862,"86-27 125th StRichmond Hill, NY 11418",40.7019014,-73.8256776
House for sale,799888,3,2,2184.207862,"62-24 65 StMiddle Village, NY 11379",40.7138975,-73.8970229
House for sale,749000,4,1,1040,"29 Canterbury AveStaten Island, NY 10314",40.6165347,-74.1507186
House for sale,499000,2,3,2184.207862,"119-44 193rd StSaint Albans, NY 11412",40.6886004,-73.7568067
House for sale,1295000,3,4,2193,"269 W 87th St Apt 7BNew York, NY 10024",40.7895034,-73.9769713
Pending,879900,3,2,2242,"640 Sheldon AveStaten Island, NY 10312",40.5409077,-74.1964937
Co-op for sale,400000,2,2,1150,"8 Magnolia Pl # 8Bronx, NY 10465",40.8131429,-73.808397
Multi-family home for sale,699999,6,2.373860858,2184.207862,"1839 Andrews AveBronx, NY 10453",40.8524948,-73.9151397
Condo for sale,289000,1,1,666,"1065 Vermont St Apt 4GBrooklyn, NY 11207",40.6541622,-73.8846778
Condo for sale,699000,1,1,616,"435 Tompkins Ave Unit 305Brooklyn, NY 11216",40.6826476,-73.9434923
Land for sale,5800,3,2.373860858,2184.207862,"4515 Avenue N Lot 5Brooklyn, NY 11234",40.618915,-73.931211
Foreclosure,479000,6,2,3100,"16 Renfrew PlStaten Island, NY 10303",40.6268305,-74.1471405
Condo for sale,1355000,2,2,1002,"435 Tompkins Ave Unit 703Brooklyn, NY 11216",40.6826476,-73.9434923
Condo for sale,1225000,2,2,882,"435 Tompkins Ave Unit 602Brooklyn, NY 11216",40.6826476,-73.9434923
Foreclosure,9999000,4,6,4531,"960 Park Ave Units 3W & 4CNew York, NY 10028",40.7779497,-73.959448
Co-op for sale,105000,3,1,656,"2191 Bolton St Apt 5EBronx, NY 10462",40.8560699,-73.8688751
House for sale,300000,3,1,952,"5423 Avenue MBrooklyn, NY 11234",40.6162917,-73.929914
Multi-family home for sale,799000,5,3,2400,"232 Throggs Neck BlvdBronx, NY 10465",40.8181836,-73.812739
Co-op for sale,202000,2,1,1453,"18-70 211 St Unit 2ABayside, NY 11360",40.7802813,-73.7818912
Contingent,720000,3,2,1430,"190 Chestnut AveStaten Island, NY 10305",40.6149561,-74.0745548
House for sale,600000,5,2,2184.207862,"392 E 7th StKensington, NY 11218",40.6422956,-73.972787
Co-op for sale,599000,3,1,1200,"7901 4th Ave Apt F7Brooklyn, NY 11209",40.6279352,-74.0260154
Condo for sale,235000,2,1,860,"162 Arlo Rd Unit AStaten Island, NY 10301",40.6192765,-74.09515
Co-op for sale,319000,3,1,960,"58-42 251st St Unit 190Little Neck, NY 11362",40.7598591,-73.7290086
Multi-family home for sale,950000,12,6,2184.207862,"18-29 George StRidgewood, NY 11385",40.7000145,-73.9010076
Multi-family home for sale,1088888,4,2,2184.207862,"15-03 201st StBayside, NY 11360",40.7860789,-73.7928524
House for sale,1250000,4,4,3300,"24 Gianna CtStaten Island, NY 10306",40.5675492,-74.140764
Land for sale,650000,3,2.373860858,2184.207862,"2998 Fulton StBrooklyn, NY 11208",40.6799197,-73.8839962
House for sale,774888,3,2,960,"417 Genesee AveStaten Island, NY 10312",40.5525576,-74.1709014
Co-op for sale,105509,1,1,650,"60 Knolls Cres Apt 8FBronx, NY 10463",40.879078,-73.9175196
Multi-family home for sale,995000,5,2,2184.207862,"544 Madison StBrooklyn, NY 11221",40.6862289,-73.9364224
Multi-family home for sale,995000,5,2,2184.207862,"544 Madison StBrooklyn, NY 11221",40.6862289,-73.9364224
House for sale,769000,4,2,1728,"4322 E Tremont AveBronx, NY 10465",40.8152029,-73.8154969
Co-op for sale,395995,2,1,1100,"5601 Riverdale Ave Apt 2BBronx, NY 10471",40.9048823,-73.9051113
For sale,975000,1,2,900,"235 E 55th St Apt 45BNew York, NY 10022",40.7585686,-73.9669708
House for sale,499999,2,1,1744,"616 City Island AveBronx, NY 10464",40.8549429,-73.7908303
Co-op for sale,1649000,2,2,2184.207862,"165 W End Ave Apt 7NNew York, NY 10023",40.777244,-73.9868738
Co-op for sale,365000,2,1,2184.207862,"83-40 Austin St Unit 3EKew Gardens, NY 11415",40.7083799,-73.8290102
Pending,748999,3,2,1620,"122 North DrStaten Island, NY 10305",40.606691,-74.0724094
House for sale,635000,3,2,2184.207862,"118-14 201st PlSaint Albans, NY 11412",40.6933533,-73.7503369
Co-op for sale,149000,3,1,400,"87 Saint Marks Pl Apt 4CNew York, NY 10009",40.7276196,-73.9848906
House for sale,1099000,5,2,1760,"84-11 165th AveHoward Beach, NY 11414",40.6481943,-73.8452374
Land for sale,3950000,3,2.373860858,2184.207862,"750 Barclay AveStaten Island, NY 10312",40.525422,-74.166603
Multi-family home for sale,1529999,6,5,2400,"116-25 134th StSouth Ozone Park, NY 11420",40.6780476,-73.8056181
House for sale,675000,3,1,1404,"44 Hunter PlStaten Island, NY 10301",40.6333513,-74.1021333
House for sale,2650000,6,6,2184.207862,"87-07 158th AveHoward Beach, NY 11414",40.660323,-73.8455929
House for sale,420000,3,1,2184.207862,"90-07 107th AveOzone Park, NY 11417",40.6784764,-73.8476859
Land for sale,2999950,3,2.373860858,2184.207862,"9115-9119 Bedell LnCanarsie, NY 11236",40.6444117,-73.9100389
Townhouse for sale,559900,3,2,980,"18 Navigator CtStaten Island, NY 10309",40.5132339,-74.1959753
House for sale,549000,3,1,2184.207862,"122-04 115th AveSouth Ozone Park, NY 11420",40.6776809,-73.8166457
Land for sale,999000,3,2,950,"13617 Carlton PlFlushing, NY 11354",40.7644631,-73.8297531
Land for sale,289000,3,2.373860858,2184.207862,"633 Mead StBronx, NY 10460",40.842629,-73.8665973
Land for sale,790000,3,2.373860858,2184.207862,"1815 College Point BlvdCollege Point, NY 11356",40.7827104,-73.8457691
House for sale,2295000,7,4,3632,"235 W 138th StNew York, NY 10030",40.8180374,-73.9436858
House for sale,1150000,3,4,3000,"335 Preston AveStaten Island, NY 10312",40.5343966,-74.1582874
Townhouse for sale,13995000,7,2.373860858,9026,"18 Prospect Park WBrooklyn, NY 11215",40.6712528,-73.9716506
Land for sale,6100000,3,2.373860858,2184.207862,"1518 Pitkin AveBrooklyn, NY 11212",40.6685186,-73.9175924
Land for sale,350000,3,2.373860858,2184.207862,"2532 Atlantic AveBrooklyn, NY 11207",40.6753179,-73.9008593
Land for sale,450000,3,2.373860858,2184.207862,"9 Alderbrook RdBronx, NY 10471",40.89582,-73.9110766
Land for sale,2999999,3,2.373860858,2184.207862,"153-10 89th AveJamaica, NY 11432",40.7051444,-73.8030054
Land for sale,2500000,3,2.373860858,2184.207862,"238 Ocean View AveBrooklyn, NY 11235",40.578639,-73.965449
Land for sale,350000,3,2.373860858,2184.207862,"8 Lake AveBrooklyn, NY 11235",40.5844107,-73.9380366
Land for sale,150000,3,2.373860858,2184.207862,"40 Cedarcliff RdStaten Island, NY 10301",40.6171535,-74.0890497
Land for sale,3600000,3,2.373860858,2184.207862,"1348 E 7th StBrooklyn, NY 11230",40.6179636,-73.9681702
Land for sale,150000,3,2.373860858,2184.207862,"48 Cedarcliff RdStaten Island, NY 10301",40.6170275,-74.0893192
Co-op for sale,235000,3,2,1400,"143-50 Hoover Ave Unit 307Jamaica, NY 11435",40.7142299,-73.8152
Land for sale,199000,3,2.373860858,2184.207862,"164th DrHoward Beach, NY 11414",40.6511537,-73.8284146
Land for sale,2000000,3,2.373860858,2184.207862,"2090 Arthur AveBronx, NY 10457",40.8492324,-73.8914043
Land for sale,2200000,3,2.373860858,2184.207862,"75-43 113th StForest Hills, NY 11375",40.7185125,-73.834819
Land for sale,650000,3,2.373860858,2184.207862,"31-42 41st StLong Island City, NY 11103",40.759972,-73.9173868
Land for sale,149000,3,2.373860858,2184.207862,"644 Jefferson AveStaten Island, NY 10306",40.5742632,-74.086609
House for sale,215000,4,2,2000,"408 Van Siclen AveBrooklyn, NY 11207",40.6694978,-73.8897534
Land for sale,799999,3,2.373860858,2184.207862,"1905 Fulton StBedford Stuyvesant, NY 11233",40.6789582,-73.9203193
House for sale,299000,5,2,2184.207862,"219 Beach 44 StFar Rockaway, NY 11691",40.593404,-73.775651
Land for sale,265000,3,2.373860858,2184.207862,"1698 E New York AveBrooklyn, NY 11212",40.6743408,-73.9056237
Land for sale,795000,3,2.373860858,2184.207862,"1761 Topping AveBronx, NY 10457",40.8457524,-73.9059682
Land for sale,1245000,3,2.373860858,2184.207862,"5437 Fieldston RdBronx, NY 10471",40.902657,-73.901871
Land for sale,549000,3,2.373860858,2184.207862,"1385 Dekalb AveBrooklyn, NY 11221",40.699454,-73.924234
Condo for sale,7495000,4,4,2888,"378 W End Ave Apt 4ANew York, NY 10024",40.7833319,-73.9815796
Townhouse for sale,2850000,4,4,4080,"30-53 35th StQueens, NY 11103",40.7639241,-73.9190583
Co-op for sale,215000,2,2,747,"127C Edgewater Park Unit CBronx, NY 10465",40.8233271,-73.8110122
Land for sale,299000,3,2.373860858,2184.207862,"621 E 87th StBrooklyn, NY 11236",40.6415965,-73.9105958
House for sale,275000,2,1,1104,"3009 Coddington AveBronx, NY 10461",40.8409818,-73.8292936
Multi-family home for sale,898000,6,3,2100,"15 Spratt AveStaten Island, NY 10306",40.5586967,-74.1351001
Co-op for sale,275000,2,1,900,"1910 Pelham Pkwy S Apt 2ABronx, NY 10461",40.8554764,-73.8287193
House for sale,599000,4,2,1682,"114-36 Sutter AveSouth Ozone Park, NY 11420",40.6747343,-73.8239749
Condo for sale,189000,1,1,730,"20 Cliff St Apt 5BStaten Island, NY 10305",40.6109595,-74.060351
Multi-family home for sale,678990,3,3,1575,"155 Wellbrook AveStaten Island, NY 10314",40.6012318,-74.1300175
House for sale,800000,3,2,1824,"2660 Mill AveBrooklyn, NY 11234",40.608799,-73.9128174
Condo for sale,549000,3,2,1092,"4 Jamie CtStaten Island, NY 10314",40.6221107,-74.1499982
House for sale,849000,3,2,2000,"329 Wainwright AveStaten Island, NY 10312",40.5528489,-74.1699382
Pending,675000,3,2.373860858,2184.207862,"558 E 34th StBrooklyn, NY 11203",40.6428139,-73.9451438
House for sale,130000,3,2.373860858,664,"263 South AveStaten Island, NY 10303",40.6330671,-74.1659477
House for sale,759999,4,2,2184.207862,"91-18 173rd StJamaica, NY 11432",40.7083753,-73.787158
Contingent,489000,2,1,978,"615 Correll AveStaten Island, NY 10309",40.546573,-74.213449
Multi-family home for sale,799900,5,2,1750,"2339 Brigham StBrooklyn, NY 11229",40.5956263,-73.933927
Co-op for sale,295000,3,1,2184.207862,"155-23 79th St Unit 2Howard Beach, NY 11414",40.6633466,-73.8542803
Co-op for sale,159000,2,1,1010,"3531 Bronxwood Ave Apt StbBronx, NY 10469",40.8762047,-73.8603621
House for sale,999500,3,2,1144,"157-23 16th RdWhitestone, NY 11357",40.784332,-73.8045713
Contingent,589000,3,2,2310,"68 Davis AveStaten Island, NY 10310",40.6426635,-74.1108512
